0.000000,-5.076323e-01
0.010000,-6.303211e-01
0.020000,-7.035919e-01
0.030000,-7.536154e-01
0.040000,-7.626829e-01
0.050000,-7.097176e-01
0.060000,-1.289137e-01
0.070000,3.839872e-01
0.080000,7.754432e-01
0.090000,1.037827e+00
0.100000,1.115124e+00
0.110000,1.117198e+00
0.120000,1.158909e+00
0.130000,1.114800e+00
0.140000,1.087962e+00
0.150000,1.077263e+00
0.160000,1.101206e+00
0.170000,1.096389e+00
0.180000,1.059624e+00
0.190000,1.033470e+00
0.200000,9.738939e-01
0.210000,9.526835e-01
0.220000,9.432178e-01
0.230000,9.272344e-01
0.240000,8.770612e-01
0.250000,8.252484e-01
0.260000,7.833229e-01
0.270000,7.474567e-01
0.280000,6.476209e-01
0.290000,5.949411e-01
0.300000,6.575621e-01
0.310000,6.323803e-01
0.320000,5.448366e-01
0.330000,4.654027e-01
0.340000,4.750116e-01
0.350000,4.953375e-01
0.360000,5.310089e-01
0.370000,5.087076e-01
0.380000,4.473016e-01
0.390000,3.873334e-01
0.400000,2.910364e-01
0.410000,2.045679e-01
0.420000,1.510812e-01
0.430000,1.239789e-01
0.440000,8.428567e-02
0.450000,3.499472e-02
0.460000,-2.366967e-02
0.470000,-1.377990e-01
0.480000,-2.117654e-01
0.490000,-1.686178e-01
0.500000,-1.263950e-01
0.510000,-9.093121e-02
0.520000,1.048610e-02
0.530000,1.360861e-01
0.540000,3.238546e-01
0.550000,4.926690e-01
0.560000,5.834657e-01
0.570000,5.694810e-01
0.580000,5.337939e-01
0.590000,5.020664e-01
0.600000,4.778537e-01
0.610000,4.369223e-01
0.620000,4.251696e-01
0.630000,4.488397e-01
0.640000,5.487111e-01
0.650000,6.717204e-01
0.660000,7.226513e-01
0.670000,7.250067e-01
0.680000,7.505447e-01
0.690000,7.825173e-01
0.700000,7.991357e-01
0.710000,8.291653e-01
0.720000,7.469115e-01
0.730000,6.896565e-01
0.740000,7.034395e-01
0.750000,7.597442e-01
0.760000,6.928577e-01
0.770000,6.591289e-01
0.780000,6.396965e-01
0.790000,6.166191e-01
0.800000,5.875617e-01
0.810000,5.460459e-01
0.820000,4.688300e-01
0.830000,4.065670e-01
0.840000,4.313476e-01
0.850000,4.463359e-01
0.860000,4.096052e-01
0.870000,3.418741e-01
0.880000,2.867111e-01
0.890000,2.191789e-01
0.900000,1.728836e-01
0.910000,1.618402e-01
0.920000,1.556358e-01
0.930000,1.745622e-01
0.940000,1.777925e-01
0.950000,1.702255e-01
0.960000,1.369094e-01
0.970000,9.722212e-02
0.980000,7.812119e-02
0.990000,8.805436e-02
1.000000,8.496450e-02
1.010000,7.141481e-02
1.020000,1.345259e-01
1.030000,2.356187e-01
1.040000,3.135551e-01
1.050000,2.744291e-01
1.060000,2.350579e-01
1.070000,2.496706e-01
1.080000,3.152692e-01
1.090000,4.705794e-01
1.100000,6.381161e-01
1.110000,6.229330e-01
1.120000,4.169154e-01
1.130000,4.507102e-01
1.140000,5.166490e-01
1.150000,7.095820e-01
1.160000,8.903836e-01
1.170000,9.579669e-01
1.180000,8.927454e-01
1.190000,9.297372e-01
1.200000,1.030846e+00
1.210000,1.100579e+00
1.220000,1.100105e+00
1.230000,1.078038e+00
1.240000,1.056912e+00
1.250000,1.005080e+00
1.260000,9.165609e-01
1.270000,8.798032e-01
1.280000,8.862294e-01
1.290000,8.703645e-01
1.300000,8.698192e-01
1.310000,8.615338e-01
1.320000,8.798663e-01
1.330000,9.403076e-01
1.340000,9.265703e-01
1.350000,9.208400e-01
1.360000,9.867431e-01
1.370000,1.084334e+00
1.380000,1.105659e+00
1.390000,1.089722e+00
1.400000,1.061204e+00
1.410000,1.096799e+00
1.420000,1.159828e+00
1.430000,1.206010e+00
1.440000,1.205466e+00
1.450000,1.133432e+00
1.460000,1.098499e+00
1.470000,1.072045e+00
1.480000,9.858873e-01
1.490000,9.282140e-01
1.500000,9.114287e-01
1.510000,8.981179e-01
1.520000,8.895362e-01
1.530000,8.916280e-01
1.540000,9.494622e-01
1.550000,9.654977e-01
1.560000,9.431875e-01
1.570000,9.168448e-01
1.580000,9.319863e-01
1.590000,9.380580e-01
1.600000,9.253415e-01
1.610000,9.375683e-01
1.620000,9.275115e-01
1.630000,9.155838e-01
1.640000,9.365845e-01
1.650000,9.320855e-01
1.660000,9.013372e-01
1.670000,8.333649e-01
1.680000,7.796912e-01
1.690000,8.256637e-01
1.700000,9.074008e-01
1.710000,1.090452e+00
1.720000,1.182695e+00
1.730000,1.165022e+00
1.740000,1.149806e+00
1.750000,1.177803e+00
1.760000,1.197217e+00
1.770000,1.186873e+00
1.780000,1.147800e+00
1.790000,1.068670e+00
1.800000,9.670067e-01
1.810000,9.014413e-01
1.820000,8.669486e-01
1.830000,8.028547e-01
1.840000,7.204090e-01
1.850000,6.086975e-01
1.860000,4.951373e-01
1.870000,4.745193e-01
1.880000,4.656690e-01
1.890000,4.888602e-01
1.900000,5.909972e-01
1.910000,7.991609e-01
1.920000,9.140854e-01
1.930000,9.239257e-01
1.940000,8.885462e-01
1.950000,8.848813e-01
1.960000,8.238114e-01
1.970000,7.341887e-01
1.980000,7.171529e-01
1.990000,7.849833e-01
2.000000,8.036848e-01
2.010000,7.337376e-01
2.020000,6.600752e-01
2.030000,6.263640e-01
2.040000,5.879899e-01
2.050000,5.505710e-01
2.060000,4.794165e-01
2.070000,3.500860e-01
2.080000,2.436767e-01
2.090000,2.411269e-01
2.100000,2.652013e-01
2.110000,2.480665e-01
2.120000,2.300228e-01
2.130000,1.672173e-01
2.140000,1.277092e-01
2.150000,1.124597e-01
2.160000,1.524014e-01
2.170000,2.428866e-01
2.180000,2.127577e-01
2.190000,1.559078e-01
2.200000,1.932569e-01
2.210000,2.571686e-01
2.220000,3.703510e-01
2.230000,3.297214e-01
2.240000,2.520193e-01
2.250000,1.881896e-01
2.260000,1.660612e-01
2.270000,1.848119e-01
2.280000,1.717375e-01
2.290000,6.381755e-02
2.300000,1.090272e-01
2.310000,2.489026e-01
2.320000,9.362230e-02
2.330000,4.225402e-02
2.340000,2.622508e-02
2.350000,8.496981e-02
2.360000,1.026798e-01
2.370000,2.184480e-02
2.380000,-5.082405e-02
2.390000,-1.248787e-01
2.400000,-2.031906e-01
2.410000,-2.410067e-01
2.420000,-2.606870e-01
2.430000,-2.785124e-01
2.440000,-2.408676e-01
2.450000,-1.290249e-01
2.460000,-6.955607e-02
2.470000,-6.181297e-02
2.480000,-1.323353e-01
2.490000,-2.136331e-01
2.500000,-3.303606e-01
2.510000,-3.068106e-01
2.520000,-2.563233e-01
2.530000,-2.955702e-01
2.540000,-3.447791e-01
2.550000,-3.621443e-01
2.560000,-3.523670e-01
2.570000,-3.633184e-01
2.580000,-4.020208e-01
2.590000,-4.448851e-01
2.600000,-4.291084e-01
2.610000,-4.248705e-01
2.620000,-4.894316e-01
2.630000,-5.805086e-01
2.640000,-5.676504e-01
2.650000,-5.114083e-01
2.660000,-4.815341e-01
2.670000,-4.767324e-01
2.680000,-4.767996e-01
2.690000,-4.779281e-01
2.700000,-4.888462e-01
2.710000,-5.668404e-01
2.720000,-6.102086e-01
2.730000,-5.793932e-01
2.740000,-5.813901e-01
2.750000,-6.115208e-01
2.760000,-6.120211e-01
2.770000,-5.504699e-01
2.780000,-3.510402e-01
2.790000,4.329718e-01
2.800000,9.696819e-01
2.810000,1.066247e+00
2.820000,1.017681e+00
2.830000,1.098125e+00
2.840000,1.161945e+00
2.850000,1.063361e+00
2.860000,1.084585e+00
2.870000,9.956921e-01
2.880000,8.864443e-01
2.890000,8.810149e-01
2.900000,8.387954e-01
2.910000,7.033151e-01
2.920000,5.976002e-01
2.930000,3.798040e-01
2.940000,2.080541e-01
2.950000,2.329649e-01
2.960000,4.652658e-01
2.970000,7.068151e-01
2.980000,7.441670e-01
2.990000,7.295828e-01
3.000000,7.587566e-01
3.010000,8.666065e-01
3.020000,9.311956e-01
3.030000,1.032287e+00
3.040000,1.049152e+00
3.050000,9.569532e-01
3.060000,9.647132e-01
3.070000,9.447444e-01
3.080000,9.398357e-01
3.090000,8.317804e-01
3.100000,7.088391e-01
3.110000,8.034412e-01
3.120000,7.834917e-01
3.130000,7.053612e-01
3.140000,7.989680e-01
3.150000,7.960010e-01
3.160000,6.726213e-01
3.170000,6.989706e-01
3.180000,8.606076e-01
3.190000,9.814898e-01
3.200000,1.034085e+00
3.210000,1.014672e+00
3.220000,1.017915e+00
3.230000,1.085146e+00
3.240000,1.117377e+00
3.250000,1.214704e+00
3.260000,1.179148e+00
3.270000,1.002655e+00
3.280000,9.066902e-01
3.290000,9.230364e-01
3.300000,9.561539e-01
3.310000,1.054279e+00
3.320000,1.082669e+00
3.330000,1.011090e+00
3.340000,9.549302e-01
3.350000,9.296302e-01
3.360000,8.766885e-01
3.370000,7.432414e-01
3.380000,6.021217e-01
3.390000,6.349481e-01
3.400000,5.706550e-01
3.410000,5.352953e-01
3.420000,5.626167e-01
3.430000,4.904868e-01
3.440000,5.189747e-01
3.450000,7.006891e-01
3.460000,8.846710e-01
3.470000,9.542737e-01
3.480000,9.480004e-01
3.490000,1.065055e+00
